Income ($),Monthly Expenses ($),Dependents,Job Stability (1-10),Lifestyle Cost (1-10),Recommended Emergency Fund ($)
1.4529329782171014,1.0201592185283024,0.0362024307127997,0.8168327953051325,9,52122
-1.4798275805693877,-1.523739484755223,-1.4118947977991934,-0.2722775984350442,10,6754
-0.5902791820891201,-0.8905567345147704,-0.6878461835431968,1.542906391131917,6,17879
0.7006460213566368,0.34256537300847406,-0.6878461835431968,-1.361387992175221,10,35757
0.567115577434654,1.154171646388874,0.7602510449687963,1.1798695932185248,3,48571
-0.41845691968951,-0.6986280829857734,1.4842996592247928,0.8168327953051325,8,21204
1.66010153459606,0.5589071412407535,0.0362024307127997,-0.9983511942618287,8,38217
-0.7795782231785192,-0.5783804975217333,-1.4118947977991934,1.1798695932185248,2,20700
1.1835156707745127,1.5868551828534327,0.7602510449687963,-1.361387992175221,6,49995
0.5826286731255903,0.29347942559442747,1.4842996592247928,1.542906391131917,7,39249
1.4977049505909428,1.2879243602419639,0.7602510449687963,1.542906391131917,2,50681
-0.014527326825512098,0.11453647443951691,1.4842996592247928,-0.9983511942618287,10,32943
-1.317823733164041,-1.4255675899271298,1.4842996592247928,0.8168327953051325,2,7462
-1.497697095858947,-1.289996878021668,0.0362024307127997,1.9059431890453093,10,12178
-1.1709402448498598,-0.93860382589889,1.4842996592247928,-0.6353143963484364,1,12881
-0.6057922777800564,-0.7749840011854013,0.7602510449687963,0.8168327953051325,8,19883
-0.6568480357502262,-0.9957409075448701,1.4842996592247928,1.9059431890453093,1,14631
-0.38801983320729333,-0.012723389226529797,0.0362024307127997,1.542906391131917,9,35298
1.801093973913683,1.6369799862974062,0.0362024307127997,-0.2722775984350442,6,54822
-0.39273267240453974,-0.3617790152819722,0.7602510449687963,-1.361387992175221,7,22835
0.05302336833502036,0.22049978949206192,-0.6878461835431968,-0.9983511942618287,10,34654
-1.1092805986858856,-1.0024934717393952,-0.6878461835431968,-1.361387992175221,7,13462
-1.6115907097924032,-1.4237495918747578,1.4842996592247928,0.09075919947834807,10,8644
-1.0586175773154862,-0.7817365653799263,-1.4118947977991934,0.09075919947834807,3,16692
-1.2758009169885935,-1.0650845475424915,1.4842996592247928,0.8168327953051325,2,12877
-1.3999056825160834,-1.2822054577972162,0.7602510449687963,1.542906391131917,9,11832
1.8686446690742156,2.3200278259743508,0.7602510449687963,1.542906391131917,8,76776
0.5887160904220335,0.758886927001684,0.7602510449687963,-0.6353143963484364,10,44397
-0.9504186440787031,-0.8700393279237139,0.7602510449687963,-0.6353143963484364,7,16209
-0.8848316319170233,-1.0791091039465048,0.7602510449687963,-0.6353143963484364,9,13640
0.0867987159152866,0.39814417060956386,0.0362024307127997,-0.2722775984350442,4,33955
1.1990287664654489,1.6271108540131005,-0.6878461835431968,1.1798695932185248,4,57405
0.43810160441003243,0.5381300206422153,0.7602510449687963,0.4537959973917403,1,35057
0.07776577412056422,0.3986635986245273,-1.4118947977991934,1.1798695932185248,8,41113
0.4239630868182931,0.5576085712033448,-1.4118947977991934,-1.361387992175221,3,32467
0.3646598602529419,-0.06830218682761958,-1.4118947977991934,1.1798695932185248,7,32127
0.007269554461752736,-0.2708791126633674,-1.4118947977991934,-0.2722775984350442,2,22895
0.3607324942552365,-0.06128990862561293,0.0362024307127997,-1.361387992175221,2,23649
0.514488873065402,0.2778965851455238,-1.4118947977991934,1.1798695932185248,7,38124
-1.1357903191703969,-1.3050602904556081,0.7602510449687963,-0.2722775984350442,6,9511
1.4513620318180194,1.5297181012074526,1.4842996592247928,0.4537959973917403,3,51839
1.720779339260608,1.235202416723173,-1.4118947977991934,1.1798695932185248,9,57145
0.7481671499288718,0.8900425007799566,0.0362024307127997,-0.2722775984350442,10,47647
-0.0333786836144979,-0.18517349019439716,0.0362024307127997,-0.6353143963484364,6,26088
1.2066871301609745,1.396744529376808,-1.4118947977991934,1.542906391131917,10,62623
-1.0297514372323517,-1.071317683722053,1.4842996592247928,-0.6353143963484364,10,14095
-1.3374605631525678,-1.3598599460342529,-1.4118947977991934,1.542906391131917,6,9748
-0.8744241120231041,-0.8445873551905044,0.0362024307127997,-0.9983511942618287,1,13697
-1.4482122842878595,-1.31285171068006,-0.6878461835431968,-0.9983511942618287,4,8452
0.6395754800923182,0.34438337106084616,0.7602510449687963,-0.9983511942618287,10,36661
0.47305516178961027,0.9863963975556777,0.0362024307127997,0.4537959973917403,6,47040
0.9859691610899323,0.1423258732400618,-1.4118947977991934,-0.6353143963484364,6,31005
-0.0799179706873066,-0.19166634038144037,0.7602510449687963,1.542906391131917,5,29323
0.2544972440173061,0.7710934853533252,-1.4118947977991934,-0.2722775984350442,1,36299
0.9021198970389226,0.8773165144133519,-1.4118947977991934,-1.361387992175221,8,42044
-0.29906499335926656,-0.37995899580569314,-0.6878461835431968,-0.2722775984350442,5,23163
-0.5343142166218185,-0.47267689647667005,0.7602510449687963,-1.361387992175221,5,20098
-1.6170890221891905,-1.5125717824335088,0.7602510449687963,0.09075919947834807,7,6628
-0.8049097338637189,-0.6261678748983712,-0.6878461835431968,-0.2722775984350442,4,18967
-1.4533178600848764,-1.4938723738948243,0.0362024307127997,1.1798695932185248,6,7262
0.6162076524059712,0.18647725451195554,-1.4118947977991934,1.1798695932185248,4,34106
-0.15061055864600337,-0.09141673349349337,1.4842996592247928,0.8168327953051325,3,28202
-1.4491941257872858,-1.2590909111313422,-1.4118947977991934,-0.6353143963484364,7,10216
0.026120911250738538,0.05921739084590885,-1.4118947977991934,-1.361387992175221,8,29760
1.7410052741487907,1.0562594655682624,0.0362024307127997,-1.361387992175221,4,40142
0.17123708486595215,0.3365919508363943,-1.4118947977991934,-0.6353143963484364,2,30443
0.7440434156312812,1.0097706582290331,-0.6878461835431968,0.4537959973917403,10,51937
-0.40549661189708225,-0.6344787231377865,-0.6878461835431968,0.8168327953051325,3,19837
0.034368379845919825,-0.13504868675042367,0.7602510449687963,0.4537959973917403,1,25465
-0.23328161289770152,-0.21556002906975935,1.4842996592247928,0.4537959973917403,8,28916
-0.6126651682760408,-0.6022741862100522,-1.4118947977991934,0.4537959973917403,3,19824
1.5811614780421819,1.2198792902817512,-1.4118947977991934,-0.6353143963484364,10,52026
1.5356040324687996,1.006134662124289,0.0362024307127997,0.4537959973917403,7,48489
-0.07657970958925703,-0.5191657038158993,-0.6878461835431968,1.1798695932185248,10,25935
-1.1444305243653485,-1.3040214344256813,1.4842996592247928,-0.9983511942618287,5,8812
-1.250665774603279,-0.9985977616271692,0.7602510449687963,0.09075919947834807,10,16008
-1.1194917502799195,-0.8996467247766308,-0.6878461835431968,-1.361387992175221,5,14178
1.3796876023598963,0.98224097343597,0.7602510449687963,-1.361387992175221,7,42500
-0.6161997976739756,-0.2586725543117262,0.0362024307127997,0.09075919947834807,9,28189
-0.32596745044354836,-0.17400578787268287,0.0362024307127997,-0.6353143963484364,5,25585
-1.5719243132155787,-1.492314089849934,-1.4118947977991934,-0.2722775984350442,1,5799
1.0977027237246502,0.9721121271441826,1.4842996592247928,-0.6353143963484364,10,47926
0.8384965678760955,0.1088227662749189,0.7602510449687963,-1.361387992175221,10,32068
-0.49170229554671524,-0.8225116645545576,-0.6878461835431968,-1.361387992175221,1,13553
-0.9494368025792768,-0.8523787754149563,0.0362024307127997,0.09075919947834807,2,15246
-0.43436275198021673,-0.3890489860675536,-1.4118947977991934,0.4537959973917403,6,24799
-0.000781545833543284,-0.3433393207507695,-1.4118947977991934,-0.6353143963484364,9,25537
0.9172402561300882,1.5151741167884758,0.7602510449687963,1.542906391131917,8,62209
1.348857779277909,1.7208676107140044,0.0362024307127997,0.09075919947834807,5,56112
-1.1668165105522692,-1.2915551620665584,1.4842996592247928,1.1798695932185248,1,9473
0.6757072472712077,1.2126072980722626,0.0362024307127997,-1.361387992175221,7,45869
1.1081102436185695,1.7834586865171007,0.7602510449687963,0.09075919947834807,5,57079
0.5044740897712533,1.1024885589000102,0.7602510449687963,-0.6353143963484364,6,45424
0.26824302500927494,-0.32697733827942066,0.0362024307127997,-1.361387992175221,7,23346
-0.6558661942508,-0.4659243322821451,0.7602510449687963,-0.2722775984350442,3,20750
1.2866090282142788,1.2393578408428807,0.0362024307127997,0.09075919947834807,10,54786
-0.05615740640118908,0.13167759893331096,-0.6878461835431968,0.8168327953051325,3,31637
1.055876275849088,1.7128164764820708,0.0362024307127997,-1.361387992175221,5,50392
1.770460519131581,1.9857758983453668,0.0362024307127997,-0.6353143963484364,6,58688
-1.5501274319283138,-1.3801176386178275,0.7602510449687963,-0.9983511942618287,9,8563
